주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,제품 코드,제품 대분류,제품 중분류,제품명,관리자,반품?,매출,수량,할인율,수익
ID-2023-79586,11/18/2023,11/24/2023,표준 배송,SE-20110,차혜민,소비자,동래구,부산광역시,대한민국,FUR-BO-10001385,가구,책장,"Sauder Corner Shelving, Metal",원유선,False,417649.608,3,0.07,166117.608
IN-2023-70836,10/4/2023,10/9/2023,빠른 배송,AR-10540,우하신,소비자,삼척시,강원도,대한민국,TEC-AC-10004562,사무기기,악세사리,"Enermax Flash Drive, Programmable",허진성,False,175521.6,4,0,6976.8
IN-2023-19043,12/8/2023,12/14/2023,표준 배송,JH-15430,조정수,소비자,구로구,서울특별시,대한민국,OFF-SU-10003834,사무용품,일반 사무용품,"Stiletto Shears, High Speed",전소현,False,81425.988,2,0.17,20593.188
IN-2023-19043,12/8/2023,12/14/2023,표준 배송,JH-15430,조정수,소비자,구로구,서울특별시,대한민국,OFF-FA-10004545,사무용품,파스너,"Stockwell Push Pins, Metal",전소현,False,23874.12,2,0.17,6860.52
IN-2023-19043,12/8/2023,12/14/2023,표준 배송,JH-15430,조정수,소비자,구로구,서울특별시,대한민국,OFF-SU-10000885,사무용품,일반 사무용품,"Elite Box Cutter, Steel",전소현,False,58059.828,2,0.17,-10545.372
IN-2023-19043,12/8/2023,12/14/2023,표준 배송,JH-15430,조정수,소비자,구로구,서울특별시,대한민국,OFF-AR-10002340,사무용품,필기구,"Stanley Markers, Water Color",전소현,False,42973.416,2,0.17,990.216
IN-2023-72621,3/30/2023,4/3/2023,빠른 배송,KN-16390,한민철,기업 고객,남구,울산광역시,대한민국,OFF-BI-10000928,사무용품,바인더,"Ibico Binder, Clear",원유선,False,27429.84,2,0.1,11273.04
IN-2023-71284,6/6/2023,6/10/2023,표준 배송,NC-18340,김정아,소비자,관악구,서울특별시,대한민국,OFF-SU-10004306,사무용품,일반 사무용품,"Kleencut Trimmer, Steel",전소현,False,374819.4,9,0,14871.6
IN-2023-75099,9/26/2023,10/1/2023,표준 배송,AF-10870,배희순,소비자,마포구,서울특별시,대한민국,FUR-FU-10002598,가구,가구류,"Tenex Photo Frame, Durable",전소현,False,254720.214,7,0.27,52301.214
ID-2023-49843,9/16/2023,9/16/2023,당일 배송,MC-17845,우하민,소비자,목포시,전라남도,대한민국,OFF-SU-10000932,사무용품,일반 사무용품,"Elite Shears, Steel",곽승예,False,50178.492,2,0.47,-40764.708
IN-2023-79145,6/19/2023,6/24/2023,표준 배송,AB-10105,이동권,소비자,사상구,부산광역시,대한민국,TEC-AC-10001995,사무기기,악세사리,"Logitech Router, USB",원유선,False,454465.08,2,0.1,131267.88
IN-2023-79145,6/19/2023,6/24/2023,표준 배송,AB-10105,이동권,소비자,사상구,부산광역시,대한민국,TEC-PH-10001478,사무기기,전화기,"Nokia Headset, Full Size",원유선,False,341496,5,0.1,79560
IN-2023-79145,6/19/2023,6/24/2023,표준 배송,AB-10105,이동권,소비자,사상구,부산광역시,대한민국,OFF-AR-10003875,사무용품,필기구,"Stanley Highlighters, Easy-Erase",원유선,False,68712.3,5,0.1,-1667.7
IN-2023-74147,12/29/2023,1/2/2024,표준 배송,DJ-13420,손찬우,기업 고객,서구,대구광역시,대한민국,FUR-BO-10002510,가구,책장,"Safco 3-Shelf Cabinet, Traditional",원유선,False,861084,5,0,163557
IN-2023-24426,10/20/2023,10/27/2023,표준 배송,HZ-14950,송보민,소비자,영월군,강원도,대한민국,OFF-ST-10000892,사무용품,수납용품,"Tenex Trays, Wire Frame",허진성,False,217382.4,4,0,97797.6
IN-2023-24426,10/20/2023,10/27/2023,표준 배송,HZ-14950,송보민,소비자,영월군,강원도,대한민국,FUR-BO-10003706,가구,책장,"Sauder Stackable Bookrack, Pine",허진성,False,453400.2,3,0,217566
ID-2023-43963,11/6/2023,11/11/2023,표준 배송,CC-12685,배은영,소비자,성동구,서울특별시,대한민국,OFF-EN-10001789,사무용품,봉투,"Kraft Peel and Seal, Set of 50",전소현,False,31349.7,3,0.5,-26392.5
ID-2023-43963,11/6/2023,11/11/2023,표준 배송,CC-12685,배은영,소비자,성동구,서울특별시,대한민국,OFF-ST-10004583,사무용품,수납용품,"Eldon Shelving, Single Width",전소현,False,345933,14,0.5,-311661
ID-2023-24510,3/3/2023,3/9/2023,표준 배송,DS-13030,오아란,홈 오피스,강남구,서울특별시,대한민국,OFF-BI-10004224,사무용품,바인더,"Avery Index Tab, Durable",전소현,False,28659.96,7,0.4,-10110.24
ID-2023-24510,3/3/2023,3/9/2023,표준 배송,DS-13030,오아란,홈 오피스,강남구,서울특별시,대한민국,OFF-PA-10001258,사무용품,종이,"Green Bar Cards & Envelopes, Multicolor",전소현,False,213343.2,7,0.4,-110313
ID-2023-24510,3/3/2023,3/9/2023,표준 배송,DS-13030,오아란,홈 오피스,강남구,서울특별시,대한민국,OFF-ST-10001026,사무용품,수납용품,"Fellowes Trays, Single Width",전소현,False,210846.24,6,0.4,17515.44
ID-2023-24510,3/3/2023,3/9/2023,표준 배송,DS-13030,오아란,홈 오피스,강남구,서울특별시,대한민국,TEC-AC-10004108,사무기기,악세사리,"Memorex Router, USB",전소현,False,1055663.28,7,0.4,-88164.72
ID-2023-24510,3/3/2023,3/9/2023,표준 배송,DS-13030,오아란,홈 오피스,강남구,서울특별시,대한민국,OFF-SU-10004705,사무용품,일반 사무용품,"Fiskars Ruler, Serrated",전소현,False,13623.12,2,0.4,-6144.48
IN-2023-44691,5/26/2023,5/28/2023,빠른 배송,FM-14380,안예찬,소비자,오산시,경기도,대한민국,OFF-PA-10002771,사무용품,종이,"SanDisk Parchment Paper, Premium",전소현,True,61359.12,4,0.1,11542.32
IN-2023-44691,5/26/2023,5/28/2023,빠른 배송,FM-14380,안예찬,소비자,오산시,경기도,대한민국,TEC-AC-10000317,사무기기,악세사리,"Logitech Memory Card, Programmable",전소현,True,481399.2,5,0.1,171115.2
ID-2023-44173,11/8/2023,11/14/2023,표준 배송,EH-13990,차성종,소비자,북구,광주광역시,대한민국,FUR-FU-10000339,가구,가구류,"Tenex Frame, Black",곽승예,True,504808.2,6,0.25,-141463.8
IN-2023-44390,8/22/2023,8/26/2023,표준 배송,MF-18250,손소진,기업 고객,김천시,경상북도,대한민국,OFF-EN-10003231,사무용품,봉투,"Jiffy Business Envelopes, Set of 50",원유선,False,99450,5,0,18819
IN-2023-44390,8/22/2023,8/26/2023,표준 배송,MF-18250,손소진,기업 고객,김천시,경상북도,대한민국,TEC-AC-10002324,사무기기,악세사리,"Enermax Numeric Keypad, Bluetooth",원유선,False,175429.8,3,0,6976.8
IN-2023-44390,8/22/2023,8/26/2023,표준 배송,MF-18250,손소진,기업 고객,김천시,경상북도,대한민국,OFF-AP-10002537,사무용품,가전,"Hamilton Beach Microwave, Red",원유선,False,864480.6,3,0,198747
IN-2023-68911,8/24/2023,8/26/2023,특급 배송,AP-10915,반현재,소비자,중구,인천광역시,대한민국,OFF-LA-10000271,사무용품,라벨,"Harbour Creations Shipping Labels, Alphabetical",전소현,True,57528,5,0,26928
IN-2023-68911,8/24/2023,8/26/2023,특급 배송,AP-10915,반현재,소비자,중구,인천광역시,대한민국,FUR-CH-10002224,가구,의자,"Hon Rocking Chair, Set of Two",전소현,True,677637,5,0,27081
IN-2023-68911,8/24/2023,8/26/2023,특급 배송,AP-10915,반현재,소비자,중구,인천광역시,대한민국,OFF-FA-10003257,사무용품,파스너,"Accos Thumb Tacks, 12 Pack",전소현,True,66861,5,0,7956
IN-2023-34310,8/29/2023,9/2/2023,표준 배송,JK-16120,문상민,홈 오피스,남구,부산광역시,대한민국,FUR-BO-10002204,가구,책장,"Bush Corner Shelving, Traditional",원유선,False,1011758.4,8,0,465364.8
ID-2023-10139,6/12/2023,6/16/2023,표준 배송,KA-16525,고정헌,소비자,하동군,경상남도,대한민국,FUR-CH-10003123,가구,의자,"Hon Chairmat, Black",원유선,False,79076.52,2,0.27,-10887.48
ID-2023-10139,6/12/2023,6/16/2023,표준 배송,KA-16525,고정헌,소비자,하동군,경상남도,대한민국,OFF-AR-10002364,사무용품,필기구,"BIC Pens, Easy-Erase",원유선,False,32501.79,3,0.27,-2290.41
ID-2023-10139,6/12/2023,6/16/2023,표준 배송,KA-16525,고정헌,소비자,하동군,경상남도,대한민국,TEC-CO-10004997,사무기기,복사기,"Hewlett Wireless Fax, Color",원유선,False,1448056.872,4,0.07,638380.872
ID-2023-10139,6/12/2023,6/16/2023,표준 배송,KA-16525,고정헌,소비자,하동군,경상남도,대한민국,OFF-SU-10001869,사무용품,일반 사무용품,"Stiletto Scissors, Steel",원유선,False,12439.206,1,0.47,-10571.994
IN-2023-42003,7/3/2023,7/7/2023,표준 배송,CR-12820,서규연,홈 오피스,고령군,경상북도,대한민국,OFF-EN-10000699,사무용품,봉투,"Cameo Interoffice Envelope, Set of 50",원유선,False,193514.4,4,0,88984.8
IN-2023-71550,8/25/2023,9/1/2023,표준 배송,FW-14395,고형석,기업 고객,금천구,서울특별시,대한민국,OFF-ST-10004365,사무용품,수납용품,"Fellowes Shelving, Wire Frame",전소현,False,174144.6,3,0,81793.8
IN-2023-70339,9/11/2023,9/11/2023,당일 배송,JL-15235,우설희,소비자,광명시,경기도,대한민국,OFF-SU-10001618,사무용품,일반 사무용품,"Kleencut Letter Opener, Easy Grip",전소현,False,52656.48,2,0.1,15202.08
IN-2023-78886,6/1/2023,6/5/2023,빠른 배송,SL-20155,양한빛,홈 오피스,영덕군,경상북도,대한민국,TEC-MA-10001259,사무기기,전산기기,"StarTech Inkjet, White",원유선,False,914695.2,3,0,411539.4
IN-2023-78886,6/1/2023,6/5/2023,빠른 배송,SL-20155,양한빛,홈 오피스,영덕군,경상북도,대한민국,OFF-SU-10001308,사무용품,일반 사무용품,"Fiskars Trimmer, Serrated",원유선,False,198900,5,0,33813
IN-2023-78886,6/1/2023,6/5/2023,빠른 배송,SL-20155,양한빛,홈 오피스,영덕군,경상북도,대한민국,FUR-CH-10000825,가구,의자,"SAFCO Chairmat, Red",원유선,False,305082,5,0,118881
IN-2023-78886,6/1/2023,6/5/2023,빠른 배송,SL-20155,양한빛,홈 오피스,영덕군,경상북도,대한민국,TEC-MA-10002931,사무기기,전산기기,"Okidata Calculator, Durable",원유선,False,160374.6,3,0,46450.8
IN-2023-78886,6/1/2023,6/5/2023,빠른 배송,SL-20155,양한빛,홈 오피스,영덕군,경상북도,대한민국,OFF-EN-10004144,사무용품,봉투,"Cameo Clasp Envelope, Security-Tint",원유선,False,12148.2,1,0,4345.2
IN-2023-78886,6/1/2023,6/5/2023,빠른 배송,SL-20155,양한빛,홈 오피스,영덕군,경상북도,대한민국,OFF-EN-10003508,사무용품,봉투,"GlobeWeis Peel and Seal, with clear poly window",원유선,False,76285.8,3,0,35802
IN-2023-21339,5/11/2023,5/11/2023,당일 배송,LL-16840,우길수,소비자,중구,서울특별시,대한민국,OFF-LA-10002139,사무용품,라벨,"Novimex Color Coded Labels, Alphabetical",전소현,False,37454.4,3,0,6701.4
IN-2023-21339,5/11/2023,5/11/2023,당일 배송,LL-16840,우길수,소비자,중구,서울특별시,대한민국,FUR-FU-10003736,가구,가구류,"Rubbermaid Frame, Duo Pack",전소현,False,785043,7,0,392414.4
IN-2023-21339,5/11/2023,5/11/2023,당일 배송,LL-16840,우길수,소비자,중구,서울특별시,대한민국,OFF-BI-10003582,사무용품,바인더,"Cardinal Index Tab, Economy",전소현,False,71481.6,8,0,25704
ID-2023-11987,6/26/2023,6/30/2023,표준 배송,IM-15070,손재성,소비자,안양시,경기도,대한민국,OFF-EN-10003715,사무용품,봉투,"Kraft Manila Envelope, Set of 50",전소현,False,22426.434,1,0.17,-1380.366
ID-2023-11987,6/26/2023,6/30/2023,표준 배송,IM-15070,손재성,소비자,안양시,경기도,대한민국,FUR-FU-10001942,가구,가구류,"Eldon Frame, Duo Pack",전소현,False,433022.13,5,0.27,17780.13
ID-2023-72453,9/20/2023,9/24/2023,표준 배송,CS-11845,현다영,기업 고객,용산구,서울특별시,대한민국,FUR-FU-10002803,가구,가구류,"Deflect-O Stacking Tray, Erganomic",전소현,True,153645.66,7,0.1,-3577.14
IN-2023-44677,2/18/2023,2/22/2023,표준 배송,AS-10090,나미영,소비자,안성시,경기도,대한민국,OFF-BI-10002919,사무용품,바인더,"Acco Binder Covers, Durable",전소현,False,45349.2,3,0,10832.4
IN-2023-56556,5/23/2023,5/27/2023,표준 배송,CC-12220,최태진,소비자,동두천시,경기도,대한민국,OFF-BI-10003582,사무용품,바인더,"Cardinal Index Tab, Economy",전소현,False,16083.36,2,0.1,4638.96
IN-2023-56556,5/23/2023,5/27/2023,표준 배송,CC-12220,최태진,소비자,동두천시,경기도,대한민국,OFF-SU-10001346,사무용품,일반 사무용품,"Stiletto Shears, Steel",전소현,False,217979.1,5,0.1,-45.9
IN-2023-63654,10/20/2023,10/25/2023,표준 배송,CA-12775,장민준,소비자,동구,광주광역시,대한민국,FUR-BO-10002000,가구,책장,"Ikea Classic Bookcase, Metal",곽승예,False,754981.56,2,0.1,41940.36
IN-2023-46336,10/2/2023,10/6/2023,표준 배송,DL-12865,류주호,소비자,사하구,부산광역시,대한민국,TEC-CO-10000953,사무기기,복사기,"HP Wireless Fax, Laser",원유선,False,992018.34,3,0.1,198315.54
IN-2023-48303,5/6/2023,5/11/2023,표준 배송,JB-15400,우세리,기업 고객,평창군,강원도,대한민국,OFF-AR-10001508,사무용품,필기구,"BIC Canvas, Water Color",허진성,False,116035.2,2,0,15055.2
ID-2023-13450,10/24/2023,10/29/2023,표준 배송,MD-17350,양세윤,소비자,성북구,서울특별시,대한민국,OFF-ST-10003154,사무용품,수납용품,"Fellowes Shelving, Industrial",전소현,False,148121.136,3,0.17,-3624.264
ID-2023-13450,10/24/2023,10/29/2023,표준 배송,MD-17350,양세윤,소비자,성북구,서울특별시,대한민국,TEC-AC-10004566,사무기기,악세사리,"Belkin Mouse, USB",전소현,False,199092.168,9,0.47,-49043.232
ID-2023-13450,10/24/2023,10/29/2023,표준 배송,MD-17350,양세윤,소비자,성북구,서울특별시,대한민국,OFF-FA-10001596,사무용품,파스너,"Stockwell Clamps, 12 Pack",전소현,False,47392.668,3,0.17,-5208.732
ID-2023-54043,4/18/2023,4/24/2023,표준 배송,LD-16855,이기태,기업 고객,군산시,전라북도,대한민국,OFF-LA-10001292,사무용품,라벨,"Smead File Folder Labels, Adjustable",곽승예,False,34578,5,0,16830
IN-2023-55653,9/16/2023,9/20/2023,표준 배송,DW-13585,송지훈,기업 고객,무주군,전라북도,대한민국,OFF-PA-10000383,사무용품,종이,"Green Bar Note Cards, Premium",곽승예,False,63648,2,0,3182.4
IN-2023-55653,9/16/2023,9/20/2023,표준 배송,DW-13585,송지훈,기업 고객,무주군,전라북도,대한민국,TEC-AC-10003969,사무기기,악세사리,"SanDisk Memory Card, USB",곽승예,False,229744.8,2,0,112546.8
IN-2023-55653,9/16/2023,9/20/2023,표준 배송,DW-13585,송지훈,기업 고객,무주군,전라북도,대한민국,FUR-BO-10001641,가구,책장,"Bush 3-Shelf Cabinet, Traditional",곽승예,False,731187,5,0,255816
IN-2023-73440,2/22/2023,2/26/2023,표준 배송,DJ-13630,심소연,소비자,경주시,경상북도,대한민국,OFF-PA-10002618,사무용품,종이,"Eaton Memo Slips, Multicolor",원유선,False,77265,5,0,23868
IN-2023-73440,2/22/2023,2/26/2023,표준 배송,DJ-13630,심소연,소비자,경주시,경상북도,대한민국,FUR-CH-10001397,가구,의자,"SAFCO Chairmat, Set of Two",원유선,False,126622.8,2,0,44308.8
ID-2023-61449,12/8/2023,12/10/2023,특급 배송,CB-12025,박민준,소비자,유성구,대전광역시,대한민국,OFF-ST-10004315,사무용품,수납용품,"Rogers Lockers, Blue",신한결,False,1074944.952,6,0.17,-155542.248
IN-2023-72684,3/28/2023,4/2/2023,표준 배송,CM-12235,정단비,소비자,서초구,서울특별시,대한민국,TEC-AC-10000258,사무기기,악세사리,"Belkin Numeric Keypad, Bluetooth",전소현,False,212829.12,4,0.1,89817.12
IN-2023-72684,3/28/2023,4/2/2023,표준 배송,CM-12235,정단비,소비자,서초구,서울특별시,대한민국,OFF-ST-10004802,사무용품,수납용품,"Rogers File Cart, Industrial",전소현,False,129988.8,1,0.1,20196
IN-2023-72684,3/28/2023,4/2/2023,표준 배송,CM-12235,정단비,소비자,서초구,서울특별시,대한민국,OFF-AP-10002938,사무용품,가전,"KitchenAid Toaster, Black",전소현,False,389002.5,5,0.1,-4360.5
IN-2023-33813,6/20/2023,6/24/2023,표준 배송,CA-12055,오엄지,홈 오피스,북구,대구광역시,대한민국,FUR-BO-10001326,가구,책장,"Bush 3-Shelf Cabinet, Pine",원유선,False,442843.2,3,0,75276
IN-2023-33813,6/20/2023,6/24/2023,표준 배송,CA-12055,오엄지,홈 오피스,북구,대구광역시,대한민국,FUR-CH-10000026,가구,의자,"SAFCO Rocking Chair, Black",원유선,False,540518.4,4,0,21542.4
IN-2023-30684,10/19/2023,10/24/2023,표준 배송,LW-16990,서윤아,기업 고객,서구,광주광역시,대한민국,OFF-BI-10004181,사무용품,바인더,"Avery 3-Hole Punch, Clear",곽승예,False,111506.4,4,0,12240
IN-2023-30684,10/19/2023,10/24/2023,표준 배송,LW-16990,서윤아,기업 고객,서구,광주광역시,대한민국,TEC-PH-10003572,사무기기,전화기,"Apple Office Telephone, VoIP",곽승예,False,133354.8,2,0,54651.6
IN-2023-74392,10/23/2023,10/28/2023,표준 배송,VW-21775,마영희,기업 고객,세종특별자치시,세종특별자치시,대한민국,FUR-BO-10004399,가구,책장,"Bush Floating Shelf Set, Pine",신한결,False,704289.6,4,0,42228
IN-2023-77535,5/25/2023,5/29/2023,표준 배송,RB-19795,민오성,홈 오피스,포천시,경기도,대한민국,OFF-SU-10000283,사무용품,일반 사무용품,"Stiletto Letter Opener, Easy Grip",전소현,False,130264.2,5,0.1,8629.2
IN-2023-10041,11/30/2023,12/2/2023,빠른 배송,CR-12580,서지선,홈 오피스,창원시,경상남도,대한민국,OFF-SU-10003665,사무용품,일반 사무용품,"Kleencut Trimmer, Serrated",원유선,False,350033.4,10,0.1,11597.4
IN-2023-10041,11/30/2023,12/2/2023,빠른 배송,CR-12580,서지선,홈 오피스,창원시,경상남도,대한민국,OFF-AR-10002727,사무용품,필기구,"Stanley Pencil Sharpener, Fluorescent",원유선,False,90992.16,4,0.1,18164.16
IN-2023-10041,11/30/2023,12/2/2023,빠른 배송,CR-12580,서지선,홈 오피스,창원시,경상남도,대한민국,OFF-BI-10002562,사무용품,바인더,"Ibico Binding Machine, Durable",원유선,False,97161.12,2,0.1,33451.92
ID-2023-57907,11/8/2023,11/10/2023,특급 배송,BT-11485,고형진,홈 오피스,영등포구,서울특별시,대한민국,OFF-LA-10001548,사무용품,라벨,"Avery Shipping Labels, Adjustable",전소현,False,10541.7,2,0.47,-4574.7
IN-2023-49073,3/21/2023,3/27/2023,표준 배송,BG-11695,차범재,기업 고객,사하구,부산광역시,대한민국,TEC-PH-10004959,사무기기,전화기,"Motorola Audio Dock, with Caller ID",원유선,False,176837.4,1,0,83109.6
IN-2023-54526,12/18/2023,12/23/2023,표준 배송,BD-11635,구현철,소비자,양주시,경기도,대한민국,OFF-LA-10001444,사무용품,라벨,"Avery Round Labels, Alphabetical",전소현,False,6389.28,1,0.1,2319.48
IN-2023-51201,4/29/2023,5/4/2023,표준 배송,GD-14590,심상재,기업 고객,보성군,전라남도,대한민국,TEC-PH-10001362,사무기기,전화기,"Cisco Office Telephone, Cordless",곽승예,False,229435.74,3,0.1,35645.94
IN-2023-51201,4/29/2023,5/4/2023,표준 배송,GD-14590,심상재,기업 고객,보성군,전라남도,대한민국,OFF-EN-10000904,사무용품,봉투,"Ames Mailers, with clear poly window",곽승예,False,289280.16,8,0.1,38360.16
IN-2023-51201,4/29/2023,5/4/2023,표준 배송,GD-14590,심상재,기업 고객,보성군,전라남도,대한민국,OFF-PA-10000344,사무용품,종이,"SanDisk Memo Slips, 8.5 x 11",곽승예,False,38776.32,2,0.1,17233.92
ID-2023-77318,11/3/2023,11/6/2023,특급 배송,CC-12670,성윤성,소비자,강남구,서울특별시,대한민국,OFF-ST-10004060,사무용품,수납용품,"Fellowes Lockers, Blue",전소현,False,116312.13,1,0.45,-4251.87
ID-2023-77318,11/3/2023,11/6/2023,특급 배송,CC-12670,성윤성,소비자,강남구,서울특별시,대한민국,TEC-AC-10004897,사무기기,악세사리,"Logitech Keyboard, Programmable",전소현,False,165943.8,4,0.45,-63433.8
IN-2023-67805,6/6/2023,6/8/2023,특급 배송,TZ-21445,김수찬,기업 고객,성남시,경기도,대한민국,TEC-AC-10004334,사무기기,악세사리,"Logitech Router, Erganomic",전소현,False,250032.6,1,0,87485.4
ID-2023-50543,7/6/2023,7/8/2023,특급 배송,VP-21730,우시정,홈 오피스,하남시,경기도,대한민국,FUR-CH-10002412,가구,의자,"Hon Bag Chairs, Black",전소현,False,63618.624,2,0.27,-22673.376
ID-2023-50543,7/6/2023,7/8/2023,특급 배송,VP-21730,우시정,홈 오피스,하남시,경기도,대한민국,OFF-PA-10002370,사무용품,종이,"Xerox Parchment Paper, Recycled",전소현,False,21359.106,3,0.47,-15728.094
ID-2023-50543,7/6/2023,7/8/2023,특급 배송,VP-21730,우시정,홈 오피스,하남시,경기도,대한민국,OFF-PA-10003338,사무용품,종이,"Enermax Parchment Paper, Recycled",전소현,False,24813.54,3,0.47,853.74
ID-2023-50543,7/6/2023,7/8/2023,특급 배송,VP-21730,우시정,홈 오피스,하남시,경기도,대한민국,FUR-CH-10003580,가구,의자,"Harbour Creations Bag Chairs, Black",전소현,False,88145.748,2,0.27,26517.348
IN-2023-58621,5/5/2023,5/10/2023,표준 배송,AO-10810,류진주,기업 고객,성남시,경기도,대한민국,OFF-SU-10004304,사무용품,일반 사무용품,"Elite Letter Opener, Easy Grip",전소현,False,75184.2,3,0.1,12484.8
IN-2023-50886,11/10/2023,11/12/2023,특급 배송,AA-10645,차동엽,소비자,중랑구,서울특별시,대한민국,TEC-MA-10001358,사무기기,전산기기,"StarTech Phone, Wireless",전소현,False,441620.424,7,0.17,143454.024
IN-2023-50886,11/10/2023,11/12/2023,특급 배송,AA-10645,차동엽,소비자,중랑구,서울특별시,대한민국,OFF-AP-10004494,사무용품,가전,"Hoover Blender, Black",전소현,False,242068.338,3,0.17,-37921.662
IN-2023-50886,11/10/2023,11/12/2023,특급 배송,AA-10645,차동엽,소비자,중랑구,서울특별시,대한민국,OFF-AR-10001132,사무용품,필기구,"BIC Markers, Blue",전소현,False,19679.778,1,0.27,4563.378
IN-2023-50886,11/10/2023,11/12/2023,특급 배송,AA-10645,차동엽,소비자,중랑구,서울특별시,대한민국,OFF-LA-10004614,사무용품,라벨,"Smead Round Labels, 5000 Label Set",전소현,False,11822.922,3,0.47,-4701.078
IN-2023-68400,12/13/2023,12/17/2023,표준 배송,Co-12640,소연우,소비자,가평군,경기도,대한민국,OFF-ST-10001567,사무용품,수납용품,"Smead File Cart, Single Width",전소현,False,353696.22,3,0.1,125756.82
ID-2023-45930,1/11/2023,1/15/2023,빠른 배송,RS-19765,차보민,기업 고객,부산진구,부산광역시,대한민국,FUR-CH-10000258,가구,의자,"Office Star Steel Folding Chair, Red",원유선,False,210474.45,3,0.25,-53358.75
ID-2023-45930,1/11/2023,1/15/2023,빠른 배송,RS-19765,차보민,기업 고객,부산진구,부산광역시,대한민국,OFF-AP-10003511,사무용품,가전,"Cuisinart Microwave, Black",원유선,False,1204653.15,5,0.15,141609.15
ID-2023-14157,6/3/2023,6/8/2023,표준 배송,AC-10615,전두환,기업 고객,사상구,부산광역시,대한민국,OFF-ST-10001124,사무용품,수납용품,"Fellowes Trays, Wire Frame",원유선,False,143397.108,3,0.17,-6971.292
IN-2023-55786,8/24/2023,8/30/2023,표준 배송,DK-12835,이대영,기업 고객,구례군,전라남도,대한민국,FUR-CH-10002468,가구,의자,"Hon Rocking Chair, Adjustable",곽승예,False,366584.94,3,0.1,65113.74
IN-2023-41233,12/8/2023,12/15/2023,표준 배송,ZD-21925,강현석,소비자,고양시,경기도,대한민국,TEC-PH-10001884,사무기기,전화기,"Nokia Office Telephone, Full Size",전소현,False,474238.8,7,0,18849.6
IN-2023-41233,12/8/2023,12/15/2023,표준 배송,ZD-21925,강현석,소비자,고양시,경기도,대한민국,OFF-PA-10004910,사무용품,종이,"Eaton Message Books, Premium",전소현,False,104958,5,0,50337
IN-2023-64431,8/3/2023,8/9/2023,표준 배송,SJ-20500,박가은,소비자,남구,광주광역시,대한민국,TEC-AC-10004566,사무기기,악세사리,"Belkin Mouse, USB",곽승예,False,338081.04,9,0.1,89945.64
IN-2023-64431,8/3/2023,8/9/2023,표준 배송,SJ-20500,박가은,소비자,남구,광주광역시,대한민국,OFF-PA-10003878,사무용품,종이,"Enermax Cards & Envelopes, Premium",곽승예,False,216189,5,0.1,38403
ID-2023-44964,7/14/2023,7/17/2023,특급 배송,BF-11215,신정운,홈 오피스,계양구,인천광역시,대한민국,OFF-AR-10003875,사무용품,필기구,"Stanley Highlighters, Easy-Erase",전소현,False,8398.17,1,0.45,-5677.83
ID-2023-24881,8/9/2023,8/15/2023,표준 배송,JK-15730,박진후,소비자,서대문구,서울특별시,대한민국,OFF-EN-10001977,사무용품,봉투,"Cameo Business Envelopes, Recycled",전소현,False,16065,1,0,3519
IN-2023-53490,10/30/2023,11/5/2023,표준 배송,MH-17290,배자철,홈 오피스,곡성군,전라남도,대한민국,OFF-SU-10002547,사무용품,일반 사무용품,"Acme Ruler, Steel",곽승예,False,65728.8,4,0,7221.6
IN-2023-53490,10/30/2023,11/5/2023,표준 배송,MH-17290,배자철,홈 오피스,곡성군,전라남도,대한민국,OFF-LA-10004623,사무용품,라벨,"Smead Removable Labels, 5000 Label Set",곽승예,False,21420,2,0,9180
IN-2023-26652,8/26/2023,8/28/2023,특급 배송,HJ-14875,주경헌,홈 오피스,안양시,경기도,대한민국,OFF-FA-10000697,사무용품,파스너,"Advantus Rubber Bands, 12 Pack",전소현,False,14706.36,1,0.1,630.36
IN-2023-26652,8/26/2023,8/28/2023,특급 배송,HJ-14875,주경헌,홈 오피스,안양시,경기도,대한민국,OFF-AR-10001043,사무용품,필기구,"BIC Pens, Blue",전소현,False,39327.12,3,0.1,6921.72
IN-2023-26652,8/26/2023,8/28/2023,특급 배송,HJ-14875,주경헌,홈 오피스,안양시,경기도,대한민국,OFF-AP-10002134,사무용품,가전,"KitchenAid Coffee Grinder, White",전소현,False,314919.9,5,0.1,-21068.1
IN-2023-26652,8/26/2023,8/28/2023,특급 배송,HJ-14875,주경헌,홈 오피스,안양시,경기도,대한민국,OFF-LA-10001672,사무용품,라벨,"Avery Legal Exhibit Labels, Alphabetical",전소현,False,71714.16,7,0.1,1456.56
IN-2023-26652,8/26/2023,8/28/2023,특급 배송,HJ-14875,주경헌,홈 오피스,안양시,경기도,대한민국,OFF-ST-10003547,사무용품,수납용품,"Smead Shelving, Blue",전소현,False,179670.96,4,0.1,67797.36
IN-2023-21234,9/16/2023,9/21/2023,표준 배송,TS-21505,서혁,소비자,서구,광주광역시,대한민국,OFF-AR-10001208,사무용품,필기구,"Binney & Smith Canvas, Water Color",곽승예,False,55630.8,1,0,26683.2
IN-2023-21234,9/16/2023,9/21/2023,표준 배송,TS-21505,서혁,소비자,서구,광주광역시,대한민국,OFF-FA-10003530,사무용품,파스너,"OIC Clamps, Bulk Pack",곽승예,False,40330.8,2,0,10036.8
